size,OMP-threads,time
10000,29,3.870475
10000,29,3.870747
10000,29,3.870657
10000,29,3.887298
10000,29,3.871037
10000,29,3.861687
10000,29,3.870695
10000,29,3.869796
10000,30,3.764724
10000,30,3.817004
10000,30,3.767875
10000,30,3.767276
10000,30,3.768572
10000,30,3.763475
10000,30,3.766234
10000,30,3.768056
10000,30,3.769684
10000,30,3.766503
10000,31,3.677391
10000,31,3.680614
10000,31,3.679699
10000,31,3.680373
10000,31,3.680867
10000,31,3.704195
10000,31,3.680401
10000,31,3.681448
10000,31,3.681077
10000,31,3.681406
10000,32,3.711522
10000,32,3.606010
10000,32,3.600716
10000,32,3.603008
10000,32,3.601764
10000,32,3.698475
10000,32,3.603108
10000,32,3.602421
10000,32,3.602349
10000,32,3.603083
10000,33,3.630493
10000,33,3.523744
10000,33,3.531092
10000,33,3.529996
10000,33,3.532229
10000,33,3.631197
10000,33,3.531173
10000,33,3.531717
10000,33,3.545642
10000,33,3.534057
10000,34,3.566110
10000,34,3.465796
10000,34,3.464038
10000,34,3.461892
10000,34,3.462969
10000,34,3.559651
10000,34,3.462538
10000,34,3.461910
10000,34,3.461301
10000,34,3.461374
10000,35,3.493327
10000,35,3.393676
10000,35,3.396557
10000,35,3.398978
10000,35,3.418792
10000,35,3.494868
10000,35,3.396565
10000,35,3.397984
10000,35,3.396515
10000,35,3.396649
10000,36,3.430115
10000,36,3.334041
10000,36,3.333132
10000,36,3.329469
10000,36,3.333695
10000,36,3.437017
10000,36,3.356731
10000,36,3.332603
10000,36,3.332803
10000,36,3.333577
10000,37,3.382589
10000,37,3.274663
10000,37,3.275414
10000,37,3.274992
10000,37,3.274590
10000,37,3.373800
10000,37,3.277484
10000,37,3.271474
10000,37,3.275381
10000,37,3.275110
10000,38,3.327236
10000,38,3.243027
10000,38,3.221727
10000,38,3.221493
10000,38,3.221686
10000,38,3.325492
10000,38,3.222850
10000,38,3.222598
10000,38,3.222414
10000,38,3.221650
10000,39,3.275138
10000,39,3.167941
10000,39,3.163202
10000,39,3.167761
10000,39,3.168620
10000,39,3.169061
10000,39,3.167297
10000,39,3.194588
10000,39,3.165694
10000,39,3.167274
10000,40,3.118640
10000,40,3.117908
10000,40,3.119414
10000,40,3.227860
10000,40,3.118938
10000,40,3.119189
10000,40,3.118016
10000,40,3.114722
10000,40,3.120269
10000,40,3.116094
10000,41,3.070758
10000,41,3.071084
10000,41,3.071804
10000,41,3.184146
10000,41,3.070590
10000,41,3.071192
10000,41,3.071576
10000,41,3.072043
10000,41,3.071644
10000,41,3.069664
10000,42,3.025558
10000,42,3.029589
10000,42,3.026292
10000,42,3.025436
10000,42,3.048326
10000,42,3.023859
10000,42,3.027546
10000,42,3.025286
10000,42,3.028016
10000,42,3.026786
10000,43,2.982505
10000,43,2.981557
10000,43,2.982979
10000,43,2.983067
10000,43,2.983896
10000,43,2.983113
10000,43,2.985211
10000,43,2.980968
10000,43,2.983306
10000,43,2.984241
10000,44,2.942687
10000,44,2.943238
10000,44,2.941143
10000,44,2.957489
10000,44,2.941614
10000,44,2.934975
10000,44,2.944180
10000,44,2.941514
10000,44,2.941726
10000,44,2.938964
10000,45,2.907131
10000,45,2.906295
10000,45,2.898983
10000,45,2.907575
10000,45,2.902607
10000,45,2.901387
10000,45,2.903660
10000,45,2.903216
10000,45,2.903369
10000,45,2.903232
10000,46,2.859334
10000,46,2.864741
10000,46,2.898712
10000,46,2.865109
10000,46,2.865010
10000,46,2.864496
10000,46,2.864957
10000,46,2.863364
10000,46,2.864432
10000,46,2.865973
10000,47,2.846219
10000,47,2.828430
10000,47,2.829029
10000,47,2.826864
10000,47,2.826590
10000,47,2.829584
10000,47,2.829548
10000,47,2.828954
10000,47,2.828882
10000,47,2.824425
10000,48,2.794709
10000,48,2.793598
10000,48,2.794257
10000,48,2.793910
10000,48,2.793516
10000,48,2.791572
10000,48,2.793813
10000,48,2.794321
10000,48,2.793170
10000,48,2.794954
10000,49,2.761818
10000,49,2.758071
10000,49,2.760696
10000,49,2.761992
10000,49,2.760836
10000,49,2.759344
10000,49,2.761371
10000,49,2.758803
10000,49,2.760616
10000,49,2.765612
10000,50,2.720107
10000,50,2.730346
10000,50,2.729155
10000,50,2.853266
10000,50,2.728758
10000,50,2.730442
10000,50,2.729967
10000,50,2.729750
10000,50,2.730006
10000,50,2.833761
10000,51,2.700416
10000,51,2.699367
10000,51,2.700336
10000,51,2.699860
10000,51,2.700755
10000,51,2.801322
10000,51,2.700109
10000,51,2.699295
10000,51,2.699837
10000,51,2.722739
10000,52,2.670472
10000,52,2.772624
10000,52,2.670643
10000,52,2.669463
10000,52,2.669224
10000,52,2.699462
10000,52,2.669922
10000,52,2.772126
10000,52,2.669045
10000,52,2.669272
10000,53,2.643511
10000,53,2.642785
10000,53,2.639599
10000,53,2.736007
10000,53,2.643540
10000,53,2.642313
10000,53,2.644253
10000,53,2.645200
10000,53,2.643434
10000,53,2.747336
10000,54,2.614920
10000,54,2.615514
10000,54,2.613879
10000,54,2.615801
10000,54,2.614549
10000,54,2.717226
10000,54,2.614931
10000,54,2.616106
10000,54,2.634419
10000,54,2.614242
10000,55,2.589261
10000,55,2.692137
10000,55,2.589409
10000,55,2.590504
10000,55,2.589501
10000,55,2.589210
10000,55,2.589087
10000,55,2.692152
10000,55,2.589173
10000,55,2.609178
10000,56,2.563356
10000,56,2.563406
10000,56,2.563873
10000,56,2.668992
10000,56,2.562947
10000,56,2.563470
10000,56,2.563434
10000,56,2.563710
10000,56,2.570678
10000,56,2.670281
10000,57,2.537989
10000,57,2.539542
10000,57,2.540033
10000,57,2.539124
10000,57,2.539037
10000,57,2.650420
10000,57,2.539562
10000,57,2.541450
10000,57,2.540296
10000,57,2.540583
10000,58,2.515807
10000,58,2.628280
10000,58,2.515949
10000,58,2.515488
10000,58,2.516611
10000,58,2.516857
10000,58,2.515349
10000,58,2.628419
10000,58,2.515641
10000,58,2.515683
10000,59,2.492609
10000,59,2.493225
10000,59,2.492144
10000,59,2.598496
10000,59,2.493283
10000,59,2.492604
10000,59,2.492201
10000,59,2.492780
10000,59,2.490809
10000,59,2.495244
10000,60,2.470278
10000,60,2.472023
10000,60,2.474663
10000,60,2.472327
10000,60,2.472884
10000,60,2.472209
10000,60,2.470006
10000,60,2.473475
10000,60,2.472659
10000,60,2.472714
10000,61,2.449963
10000,61,2.447710
10000,61,2.451287
10000,61,2.450790
10000,61,2.451124
10000,61,2.451928
10000,61,2.450446
10000,61,2.555390
10000,61,2.449950
10000,61,2.451015
10000,62,2.439145
10000,62,2.430301
10000,62,2.429357
10000,62,2.432851
10000,62,2.427300
10000,62,2.429685
10000,62,2.428861
10000,62,2.430390
10000,62,2.430091
10000,62,2.429595
10000,63,2.409713
10000,63,2.407497
10000,63,2.402487
10000,63,2.411592
10000,63,2.409830
10000,63,2.438414
10000,63,2.411061
10000,63,2.409878
10000,63,2.406596
10000,63,2.410502
10000,64,2.390728
10000,64,2.419186
10000,64,2.391520
10000,64,2.390308
10000,64,2.389812
10000,64,2.388735
10000,64,2.390700
10000,64,2.390353
10000,64,2.389427
10000,64,2.392107
