size,OMP-threads,time
10000,15,6.480154
10000,15,6.388983
10000,15,6.390807
10000,15,6.391458
10000,15,6.388981
10000,15,6.395959
10000,15,6.395351
10000,15,6.386996
10000,16,6.083046
10000,16,6.076962
10000,16,6.073941
10000,16,6.080628
10000,16,6.091232
10000,16,6.063335
10000,16,6.076146
10000,16,6.076859
10000,16,6.081595
10000,16,6.080478
10000,17,5.818528
10000,17,5.801933
10000,17,5.960910
10000,17,5.837181
10000,17,5.796304
10000,17,5.805230
10000,17,5.820367
10000,17,5.797330
10000,17,5.910666
10000,17,5.810554
10000,18,5.579148
10000,18,5.570477
10000,18,5.563113
10000,18,5.672108
10000,18,5.575910
10000,18,5.568548
10000,18,5.682884
10000,18,5.545981
10000,18,5.591123
10000,18,5.671357
10000,19,5.318588
10000,19,5.351109
10000,19,5.421903
10000,19,5.321346
10000,19,5.315533
10000,19,5.317037
10000,19,5.370162
10000,19,5.319356
10000,19,5.325503
10000,19,5.431888
10000,20,5.119356
10000,20,5.114082
10000,20,5.215513
10000,20,5.120465
10000,20,5.114965
10000,20,5.217623
10000,20,5.128610
10000,20,5.111857
10000,20,5.228386
10000,20,5.119494
10000,21,4.933071
10000,21,5.049221
10000,21,4.944555
10000,21,4.975366
10000,21,5.037785
10000,21,4.939731
10000,21,4.956809
10000,21,5.067436
10000,21,4.942475
10000,21,4.942294
10000,22,4.882275
10000,22,4.784815
10000,22,4.774771
10000,22,4.915998
10000,22,4.766607
10000,22,4.780545
10000,22,4.867774
10000,22,4.769285
10000,22,4.768043
10000,22,4.882369
10000,23,4.613863
10000,23,4.631022
10000,23,4.723150
10000,23,4.634315
10000,23,4.615124
10000,23,4.620351
10000,23,4.729951
10000,23,4.632474
10000,23,4.623956
10000,23,4.742585
10000,24,4.495751
10000,24,4.474293
10000,24,4.483221
10000,24,4.595624
10000,24,4.492913
10000,24,4.486207
10000,24,4.630521
10000,24,4.485491
10000,24,4.479417
10000,24,4.479788
10000,25,4.475085
10000,25,4.369551
10000,25,4.408841
10000,25,4.475356
10000,25,4.367069
10000,25,4.371634
10000,25,4.366606
10000,25,4.480792
10000,25,4.360262
10000,25,4.361292
10000,26,4.250665
10000,26,4.379411
10000,26,4.260029
10000,26,4.268236
10000,26,4.267683
10000,26,4.381585
10000,26,4.258944
10000,26,4.260602
10000,26,4.270505
10000,26,4.396948
10000,27,4.135092
10000,27,4.121429
10000,27,4.122505
10000,27,4.242469
10000,27,4.121256
10000,27,4.112723
10000,27,4.142308
10000,27,4.118907
10000,27,4.115974
10000,27,4.118586
10000,28,4.024829
10000,28,4.033296
10000,28,4.019762
10000,28,4.031553
10000,28,4.018347
10000,28,4.047702
10000,28,4.016469
10000,28,4.021200
10000,28,4.019750
10000,28,4.039635
10000,29,3.934431
10000,29,3.923980
10000,29,3.925677
10000,29,3.973285
10000,29,3.923959
10000,29,3.931137
10000,29,3.926718
10000,29,3.928605
10000,29,3.927040
10000,29,4.017335
10000,30,3.842906
10000,30,3.883325
10000,30,3.844107
10000,30,3.842148
10000,30,3.840674
10000,30,3.889844
10000,30,3.843277
10000,30,3.839505
10000,30,3.844917
10000,30,3.841448
10000,31,3.768009
10000,31,3.761428
10000,31,3.759312
10000,31,3.765208
10000,31,3.759742
10000,31,3.774391
10000,31,3.786488
10000,31,3.873878
10000,31,3.760234
10000,31,3.762510
10000,32,3.689222
10000,32,3.677633
10000,32,3.688465
10000,32,3.675200
10000,32,3.678115
10000,32,3.683611
10000,32,3.678520
10000,32,3.680591
10000,32,3.675676
10000,32,3.706013
10000,33,3.608248
10000,33,3.607723
10000,33,3.604269
10000,33,3.707813
10000,33,3.605420
10000,33,3.607276
10000,33,3.607889
10000,33,3.696819
10000,33,3.606604
10000,33,3.609266
10000,34,3.538472
10000,34,3.537654
10000,34,3.539834
10000,34,3.539501
10000,34,3.538847
10000,34,3.549606
10000,34,3.655679
10000,34,3.549024
10000,34,3.539167
10000,34,3.539079
10000,35,3.481165
10000,35,3.476679
10000,35,3.476763
10000,35,3.475853
10000,35,3.484622
10000,35,3.492500
10000,35,3.474896
10000,35,3.480151
10000,35,3.471598
10000,35,3.500288
10000,36,3.422649
10000,36,3.423543
10000,36,3.504691
10000,36,3.412479
10000,36,3.407352
10000,36,3.406214
10000,36,3.513866
10000,36,3.405212
10000,36,3.405368
10000,36,3.414817
10000,37,3.473506
10000,37,3.349042
10000,37,3.349166
10000,37,3.350744
10000,37,3.462503
10000,37,3.350659
10000,37,3.350832
10000,37,3.371011
10000,37,3.353036
10000,37,3.469467
10000,38,3.296391
10000,38,3.297850
10000,38,3.297181
10000,38,3.409824
10000,38,3.295949
10000,38,3.431276
10000,38,3.298068
10000,38,3.298399
10000,38,3.414398
10000,38,3.298982
10000,39,3.244463
10000,39,3.242687
10000,39,3.251862
10000,39,3.348008
10000,39,3.239332
10000,39,3.241450
10000,39,3.240899
10000,39,3.241073
10000,39,3.353979
10000,39,3.235786
10000,40,3.213962
10000,40,3.202939
10000,40,3.230066
10000,40,3.305999
10000,40,3.189267
10000,40,3.187444
10000,40,3.183913
10000,40,3.199175
10000,40,3.301494
10000,40,3.185700
10000,41,3.158482
10000,41,3.138046
10000,41,3.137465
10000,41,3.247188
10000,41,3.149202
10000,41,3.134751
10000,41,3.134917
10000,41,3.134772
10000,41,3.249214
10000,41,3.157020
10000,42,3.103621
10000,42,3.089571
10000,42,3.100056
10000,42,3.091274
10000,42,3.087569
10000,42,3.091707
10000,42,3.095897
10000,42,3.090115
10000,42,3.206715
10000,42,3.090102
10000,43,3.054383
10000,43,3.048274
10000,43,3.156317
10000,43,3.048342
10000,43,3.062770
10000,43,3.064799
10000,43,3.050257
10000,43,3.051506
10000,43,3.057511
10000,43,3.080130
10000,44,3.042111
10000,44,3.012354
10000,44,3.114306
10000,44,3.024560
10000,44,3.012533
10000,44,3.011332
10000,44,3.122060
10000,44,3.012177
10000,44,3.020180
10000,44,3.011602
10000,45,2.973452
10000,45,2.986997
10000,45,2.969500
10000,45,2.983418
10000,45,2.975286
10000,45,2.972428
10000,45,3.088526
10000,45,2.971238
10000,45,2.969848
10000,45,2.970464
10000,46,2.951507
10000,46,2.937319
10000,46,3.089520
10000,46,2.951226
10000,46,2.937842
10000,46,2.939826
10000,46,3.055761
10000,46,2.935308
10000,46,2.937792
10000,46,2.945219
10000,47,3.024626
10000,47,2.916821
10000,47,2.903979
10000,47,2.903589
10000,47,2.902736
10000,47,2.909608
10000,47,2.898360
10000,47,2.904054
10000,47,2.921177
10000,47,2.898893
10000,48,2.971645
10000,48,2.865669
10000,48,2.865906
10000,48,2.864736
10000,48,2.888806
10000,48,2.875141
10000,48,2.886132
10000,48,2.869239
10000,48,2.869724
10000,48,2.869018
10000,49,2.853958
10000,49,2.832280
10000,49,2.832609
10000,49,2.831542
10000,49,2.850705
10000,49,2.829955
10000,49,2.829128
10000,49,2.830959
10000,49,2.830362
10000,49,2.832596
10000,50,2.801243
10000,50,2.800357
10000,50,2.800111
10000,50,2.799802
10000,50,2.798782
10000,50,2.797008
10000,50,2.797804
10000,50,2.799207
10000,50,2.808452
10000,50,2.797373
10000,51,2.784974
10000,51,2.800180
10000,51,2.773528
10000,51,2.774240
10000,51,2.769897
10000,51,2.771981
10000,51,2.766982
10000,51,2.785997
10000,51,2.772759
10000,51,2.771456
10000,52,2.744771
10000,52,2.741831
10000,52,2.744479
10000,52,2.744027
10000,52,2.745224
10000,52,2.756604
10000,52,2.749152
10000,52,2.747600
10000,52,2.745285
10000,52,2.745837
10000,53,2.719775
10000,53,2.716521
10000,53,2.721841
10000,53,2.748229
10000,53,2.721234
10000,53,2.718803
10000,53,2.714570
10000,53,2.718323
10000,53,2.716222
10000,53,2.714579
10000,54,2.689026
10000,54,2.682780
10000,54,2.701215
10000,54,2.687026
10000,54,2.685257
10000,54,2.692126
10000,54,2.684597
10000,54,2.687521
10000,54,2.701486
10000,54,2.689574
10000,55,2.663272
10000,55,2.662300
10000,55,2.662634
10000,55,2.666917
10000,55,2.660272
10000,55,2.666896
10000,55,2.659054
10000,55,2.665981
10000,55,2.662505
10000,55,2.675659
10000,56,2.641425
10000,56,2.634991
10000,56,2.636823
10000,56,2.642019
10000,56,2.635962
10000,56,2.637706
10000,56,2.652325
10000,56,2.745607
10000,56,2.640745
10000,56,2.652942
10000,57,2.615320
10000,57,2.621932
10000,57,2.625993
10000,57,2.806662
10000,57,2.616255
10000,57,2.624310
10000,57,2.659105
10000,57,2.614384
10000,57,2.614910
10000,57,2.615536
10000,58,2.592046
10000,58,2.586320
10000,58,2.603332
10000,58,2.602274
10000,58,2.602400
10000,58,2.585843
10000,58,2.603853
10000,58,2.603708
10000,58,2.591257
10000,58,2.594309
10000,59,2.579864
10000,59,2.567810
10000,59,2.568596
10000,59,2.569240
10000,59,2.566699
10000,59,2.566544
10000,59,2.566171
10000,59,2.575368
10000,59,2.585048
10000,59,2.568718
10000,60,2.560212
10000,60,2.545263
10000,60,2.541670
10000,60,2.560080
10000,60,2.546104
10000,60,2.556911
10000,60,2.551533
10000,60,2.561655
10000,60,2.542006
10000,60,2.556354
10000,61,2.527989
10000,61,2.525502
10000,61,2.532978
10000,61,2.527260
10000,61,2.537064
10000,61,2.540990
10000,61,2.545351
10000,61,2.527173
10000,61,2.544446
10000,61,2.527643
10000,62,2.506722
10000,62,2.508495
10000,62,2.502736
10000,62,2.517927
10000,62,2.507580
10000,62,2.507149
10000,62,2.504539
10000,62,2.506492
10000,62,2.505355
10000,62,2.508558
10000,63,2.490083
10000,63,2.487749
10000,63,2.513376
10000,63,2.489991
10000,63,2.487612
10000,63,2.494557
10000,63,2.514441
10000,63,2.498796
10000,63,2.486120
10000,63,2.506613
10000,64,2.473815
10000,64,2.486197
10000,64,2.472155
10000,64,2.476549
10000,64,2.484967
10000,64,2.475229
10000,64,2.471880
10000,64,2.477963
10000,64,2.485804
10000,64,2.487333
