size,cores,time
10000,63,2.455792
10000,63,2.448230
10000,63,2.475269
10000,63,2.451834
10000,64,2.424735
10000,64,2.420595
10000,64,2.415547
10000,64,2.434551
10000,64,2.423198
10000,65,2.435916
10000,65,2.434549
10000,65,2.438683
10000,65,2.423350
10000,65,2.425350
10000,66,2.404093
10000,66,2.414390
10000,66,2.409262
10000,66,2.392369
10000,66,2.407655
10000,67,2.391184
10000,67,2.414779
10000,67,2.393964
10000,67,2.401015
10000,67,2.402663
10000,68,2.366169
10000,68,2.368117
10000,68,2.365469
10000,68,2.376166
10000,68,2.365468
10000,69,2.365146
10000,69,2.417611
10000,69,2.367924
10000,69,2.367110
10000,69,2.359365
10000,70,2.493510
10000,70,2.364743
10000,70,2.358724
10000,70,2.348484
10000,70,2.421554
10000,71,2.345620
10000,71,2.343350
10000,71,2.347510
10000,71,2.340265
10000,71,2.374914
10000,72,2.341296
10000,72,2.327741
10000,72,2.326993
10000,72,2.343808
10000,72,2.415966
10000,73,2.303309
10000,73,2.316070
10000,73,2.340090
10000,73,2.438287
10000,73,2.334404
10000,74,2.322402
10000,74,2.409794
10000,74,2.296658
10000,74,2.315342
10000,74,2.411457
10000,75,2.283383
10000,75,2.297700
10000,75,2.393804
10000,75,2.292168
10000,75,2.301540
10000,76,2.274566
10000,76,2.284914
10000,76,2.286092
10000,76,2.286348
10000,76,2.383345
10000,77,2.287936
10000,77,2.285972
10000,77,2.402431
10000,77,2.281224
10000,77,2.309438
10000,78,2.366678
10000,78,2.250173
10000,78,2.274283
10000,78,2.347223
10000,78,2.263160
10000,79,2.271822
10000,79,2.373222
10000,79,2.270372
10000,79,2.255174
10000,79,2.375317
10000,80,2.354351
10000,80,2.216437
10000,80,2.316023
10000,80,2.226989
10000,80,2.229254
10000,81,2.329443
10000,81,2.221557
10000,81,2.242504
10000,81,2.334239
10000,81,2.228639
10000,82,2.235788
10000,82,2.326451
10000,82,2.224191
10000,82,2.231128
10000,82,2.349615
10000,83,2.222420
10000,83,2.226314
10000,83,2.325646
10000,83,2.229082
10000,83,2.222623
10000,84,2.296502
10000,84,2.194512
10000,84,2.201062
10000,84,2.226252
10000,84,2.222247
10000,85,2.213020
10000,85,2.215875
10000,85,2.219734
10000,85,2.215264
10000,85,2.208344
10000,86,2.211003
10000,86,2.242132
10000,86,2.223765
10000,86,2.348588
10000,86,2.216051
10000,87,2.227152
10000,87,2.311654
10000,87,2.207224
10000,87,2.207240
10000,87,2.223065
10000,88,2.173676
10000,88,2.170531
10000,88,2.174170
10000,88,2.304112
10000,88,2.179659
10000,89,2.193206
10000,89,2.238931
10000,89,2.164440
10000,89,2.153787
10000,89,2.184017
10000,90,2.197349
10000,90,2.181355
10000,90,2.200875
10000,90,2.186480
10000,90,2.195089
10000,91,2.206198
10000,91,2.212828
10000,91,2.200230
10000,91,2.211638
10000,91,2.178744
10000,92,2.157016
10000,92,2.169826
10000,92,2.153808
10000,92,2.173840
10000,92,2.143167
10000,93,2.163279
10000,93,2.186149
10000,93,2.191186
10000,93,2.182385
10000,93,2.177120
10000,94,2.142163
10000,94,2.148893
10000,94,2.160002
10000,94,2.143989
10000,94,2.171818
10000,95,2.140635
10000,95,2.172684
10000,95,2.134483
10000,95,2.145699
10000,95,2.137188
10000,96,2.164082
10000,96,2.136800
10000,96,2.167183
10000,96,2.151181
10000,96,2.143897
10000,97,2.260111
10000,97,2.109051
10000,97,2.093486
10000,97,2.112442
10000,97,2.074054
10000,98,2.106204
10000,98,2.125976
10000,98,2.106839
10000,98,2.098572
10000,98,2.138657
10000,99,2.150850
10000,99,2.157078
10000,99,2.157923
10000,99,2.163005
10000,99,2.152869
10000,100,2.112037
10000,100,2.073850
10000,100,2.075894
10000,100,2.062134
10000,100,2.071121
10000,101,2.187303
10000,101,2.153527
10000,101,2.162092
10000,101,2.165313
10000,101,2.176402
10000,102,2.106846
10000,102,2.107510
10000,102,2.089525
10000,102,2.092523
10000,102,2.121690
10000,103,2.124453
10000,103,2.121365
10000,103,2.129899
10000,103,2.128862
10000,103,2.082904
10000,104,2.139340
10000,104,2.148195
10000,104,2.149090
10000,104,2.141871
10000,104,2.114208
10000,105,2.154901
10000,105,2.150469
10000,105,2.155819
10000,105,2.168824
10000,105,2.147589
10000,106,2.109520
10000,106,2.065115
10000,106,2.121773
10000,106,2.118644
10000,106,2.096180
10000,107,2.126463
10000,107,2.119399
10000,107,2.127441
10000,107,2.120855
10000,107,2.136146
10000,108,2.117449
10000,108,2.103570
10000,108,2.099574
10000,108,2.128225
10000,108,2.123959
10000,109,2.140093
10000,109,2.131139
10000,109,2.147269
10000,109,2.141865
10000,109,2.140748
10000,110,2.154420
10000,110,2.124287
10000,110,2.150744
10000,110,2.147675
10000,110,2.161148
10000,111,2.163470
10000,111,2.115327
10000,111,2.142148
10000,111,2.154464
10000,111,2.129761
10000,112,2.147830
10000,112,2.124249
10000,112,2.143558
10000,112,2.136530
10000,112,2.153972
10000,113,2.094336
10000,113,2.084958
10000,113,2.098323
10000,113,2.064776
10000,113,2.081042
10000,114,2.131179
10000,114,2.165824
10000,114,2.152683
10000,114,2.149693
10000,114,2.131092
10000,115,2.127514
10000,115,2.121147
10000,115,2.146115
10000,115,2.117867
10000,115,2.149155
10000,116,2.160230
10000,116,2.146606
10000,116,2.136527
10000,116,2.110199
10000,116,2.132555
10000,117,2.154276
10000,117,2.139382
10000,117,2.138733
10000,117,2.135056
10000,117,2.159122
10000,118,2.110123
10000,118,2.110908
10000,118,2.104120
10000,118,2.138446
10000,118,2.109943
10000,119,2.155028
10000,119,2.033099
10000,119,2.046149
10000,119,2.020067
10000,119,2.019748
10000,120,2.116117
10000,120,2.120325
10000,120,2.129755
10000,120,2.109119
10000,120,2.120380
10000,121,2.096391
10000,121,2.120813
10000,121,2.071321
10000,121,2.106538
10000,121,2.241795
10000,122,2.076257
10000,122,2.127062
10000,122,2.095086
10000,122,2.111188
10000,122,2.058956
10000,123,2.058462
10000,123,2.062905
10000,123,2.028593
10000,123,2.011534
10000,123,2.028107
10000,124,2.265299
10000,124,2.123530
10000,124,2.093249
10000,124,2.093107
10000,124,2.123767
10000,125,2.605191
10000,125,2.015639
10000,125,1.989684
10000,125,2.014543
10000,125,2.061809
10000,126,2.132831
10000,126,2.144604
10000,126,2.144889
10000,126,2.147167
10000,126,2.153871
10000,127,2.146253
10000,127,2.112795
10000,127,2.133543
10000,127,2.091672
10000,127,2.104540
10000,128,2.118868
10000,128,2.097911
10000,128,2.144301
10000,128,2.118075
10000,128,2.087099
