size,OMP-threads,time
5000,31,1.720497
5000,31,1.720760
5000,31,1.719496
5000,31,1.728922
5000,31,1.720217
5000,32,1.701324
5000,32,1.701617
5000,32,1.700416
5000,32,1.701946
5000,32,1.700861
5000,32,1.710666
5000,32,1.701788
5000,32,1.699570
5000,32,1.702597
5000,32,1.702115
5000,33,1.681492
5000,33,1.681570
5000,33,1.681713
5000,33,1.681330
5000,33,1.681502
5000,33,1.680983
5000,33,1.695113
5000,33,1.695515
5000,33,1.681930
5000,33,1.681255
5000,34,1.663145
5000,34,1.663795
5000,34,1.663581
5000,34,1.662331
5000,34,1.663426
5000,34,1.662831
5000,34,1.672701
5000,34,1.662895
5000,34,1.662811
5000,34,1.662791
5000,35,1.646973
5000,35,1.646824
5000,35,1.655814
5000,35,1.656661
5000,35,1.647604
5000,35,1.647003
5000,35,1.646864
5000,35,1.682255
5000,35,1.645833
5000,35,1.646705
5000,36,1.630704
5000,36,1.641745
5000,36,1.632314
5000,36,1.631282
5000,36,1.641225
5000,36,1.631925
5000,36,1.632671
5000,36,1.630972
5000,36,1.642503
5000,36,1.641742
5000,37,1.628105
5000,37,1.616746
5000,37,1.617635
5000,37,1.618114
5000,37,1.621331
5000,37,1.627122
5000,37,1.618859
5000,37,1.617140
5000,37,1.627408
5000,37,1.616076
5000,38,1.603679
5000,38,1.604159
5000,38,1.603073
5000,38,1.603197
5000,38,1.603523
5000,38,1.603601
5000,38,1.612882
5000,38,1.604297
5000,38,1.612658
5000,38,1.602547
5000,39,1.600270
5000,39,1.590533
5000,39,1.589805
5000,39,1.600110
5000,39,1.591038
5000,39,1.590709
5000,39,1.589613
5000,39,1.629048
5000,39,1.600269
5000,39,1.599518
5000,40,1.578319
5000,40,1.577530
5000,40,1.579155
5000,40,1.587256
5000,40,1.578422
5000,40,1.610389
5000,40,1.587225
5000,40,1.577993
5000,40,1.578337
5000,40,1.587754
5000,41,1.577049
5000,41,1.599887
5000,41,1.566055
5000,41,1.566828
5000,41,1.565700
5000,41,1.566756
5000,41,1.567261
5000,41,1.566164
5000,41,1.566359
5000,41,1.609782
5000,42,1.555521
5000,42,1.553985
5000,42,1.554544
5000,42,1.565484
5000,42,1.554609
5000,42,1.554207
5000,42,1.555762
5000,42,1.595416
5000,42,1.555425
5000,42,1.554089
5000,43,1.543079
5000,43,1.543784
5000,43,1.543635
5000,43,1.577676
5000,43,1.545361
5000,43,1.545480
5000,43,1.544549
5000,43,1.544757
5000,43,1.555046
5000,43,1.544933
5000,44,1.534172
5000,44,1.535360
5000,44,1.534438
5000,44,1.534849
5000,44,1.533653
5000,44,1.536280
5000,44,1.534169
5000,44,1.544369
5000,44,1.534664
5000,44,1.535670
5000,45,1.524450
5000,45,1.535885
5000,45,1.566205
5000,45,1.534756
5000,45,1.524174
5000,45,1.524740
5000,45,1.524206
5000,45,1.525256
5000,45,1.534486
5000,45,1.527131
5000,46,1.516329
5000,46,1.524696
5000,46,1.515240
5000,46,1.525665
5000,46,1.515225
5000,46,1.515246
5000,46,1.526364
5000,46,1.525173
5000,46,1.515199
5000,46,1.514875
5000,47,1.507501
5000,47,1.505525
5000,47,1.505569
5000,47,1.505779
5000,47,1.505853
5000,47,1.506704
5000,47,1.505592
5000,47,1.505802
5000,47,1.506072
5000,47,1.507232
5000,48,1.507324
5000,48,1.498243
5000,48,1.497863
5000,48,1.497351
5000,48,1.508385
5000,48,1.499606
5000,48,1.497941
5000,48,1.498743
5000,48,1.497962
5000,48,1.498367
5000,49,1.489745
5000,49,1.489609
5000,49,1.489022
5000,49,1.489963
5000,49,1.492425
5000,49,1.491195
5000,49,1.489670
5000,49,1.489571
5000,49,1.489821
5000,49,1.489741
5000,50,1.482255
5000,50,1.482377
5000,50,1.492116
5000,50,1.482066
5000,50,1.482885
5000,50,1.483499
5000,50,1.481874
5000,50,1.481768
5000,50,1.482123
5000,50,1.480952
5000,51,1.474999
5000,51,1.473419
5000,51,1.474218
5000,51,1.484151
5000,51,1.474394
5000,51,1.474861
5000,51,1.484653
5000,51,1.474022
5000,51,1.474883
5000,51,1.474428
5000,52,1.467575
5000,52,1.466234
5000,52,1.476794
5000,52,1.467389
5000,52,1.468325
5000,52,1.477598
5000,52,1.467622
5000,52,1.466854
5000,52,1.466596
5000,52,1.468279
5000,53,1.461440
5000,53,1.463149
5000,53,1.459203
5000,53,1.460664
5000,53,1.470724
5000,53,1.458748
5000,53,1.460450
5000,53,1.458288
5000,53,1.460365
5000,53,1.460426
5000,54,1.455111
5000,54,1.453333
5000,54,1.452791
5000,54,1.454354
5000,54,1.453210
5000,54,1.455009
5000,54,1.462553
5000,54,1.463744
5000,54,1.453292
5000,54,1.463711
5000,55,1.456323
5000,55,1.447828
5000,55,1.446291
5000,55,1.446494
5000,55,1.456277
5000,55,1.458953
5000,55,1.456407
5000,55,1.448238
5000,55,1.456904
5000,55,1.445867
5000,56,1.451584
5000,56,1.441266
5000,56,1.439706
5000,56,1.439903
5000,56,1.440663
5000,56,1.440950
5000,56,1.449072
5000,56,1.440920
5000,56,1.440958
5000,56,1.440143
5000,57,1.434448
5000,57,1.435448
5000,57,1.445556
5000,57,1.444731
5000,57,1.435451
5000,57,1.435082
5000,57,1.434652
5000,57,1.436371
5000,57,1.444583
5000,57,1.435077
5000,58,1.438197
5000,58,1.428778
5000,58,1.428366
5000,58,1.428683
5000,58,1.429223
5000,58,1.428440
5000,58,1.429415
5000,58,1.427413
5000,58,1.429189
5000,58,1.437890
5000,59,1.423177
5000,59,1.423364
5000,59,1.423868
5000,59,1.423942
5000,59,1.422086
5000,59,1.423837
5000,59,1.433156
5000,59,1.424603
5000,59,1.423483
5000,59,1.423222
5000,60,1.417559
5000,60,1.418243
5000,60,1.416614
5000,60,1.428308
5000,60,1.419397
5000,60,1.418422
5000,60,1.417180
5000,60,1.417989
5000,60,1.418043
5000,60,1.417814
5000,61,1.413916
5000,61,1.412584
5000,61,1.422706
5000,61,1.413840
5000,61,1.411791
5000,61,1.414152
5000,61,1.412080
5000,61,1.411594
5000,61,1.412852
5000,61,1.411232
5000,62,1.407553
5000,62,1.406659
5000,62,1.407035
5000,62,1.418041
5000,62,1.408267
5000,62,1.407558
5000,62,1.407150
5000,62,1.407762
5000,62,1.407431
5000,62,1.407916
5000,63,1.401720
5000,63,1.412457
5000,63,1.401931
5000,63,1.404305
5000,63,1.402366
5000,63,1.416476
5000,63,1.402920
5000,63,1.402165
5000,63,1.401604
5000,63,1.402367
5000,64,1.408181
5000,64,1.398909
5000,64,1.407399
5000,64,1.399146
5000,64,1.398301
5000,64,1.397447
5000,64,1.399421
5000,64,1.398379
5000,64,1.397578
5000,64,1.397196
